csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,6983,Everyday Gourmet,8,2,4,2.0,4,5,-13,2023Q2,10,20,0.5,4,0.3333,All Other Markets Combined,Everyday Gourmet,10.0,10.0,1.0,Events,1.75,19.0,6.875,565.31,0.3333,7.0,2023Q2
All Other Markets Combined,6990,Enhanced Roofing Arizona,7,1,1,1.0,5,5,-4,2023Q2,7,10,0.7,5,3.75,All Other Markets Combined,Enhanced Roofing Arizona,7.0,7.0,1.0,Construction,1.2,18.4,3.2,342.66,3.75,6.0,2023Q2
All Other Markets Combined,7000,Weddings by Reema ,10,6,9,1.5,4,13,-126,2023Q2,25,145,0.1724,4,0.6667,All Other Markets Combined,Weddings by Reema ,25.0,25.0,1.0,Events,4.75,17.0,5.6667,517.42,0.6667,19.0,2023Q2
All Other Markets Combined,7004,Rebath of Tucson,12,2,2,1.0,1,0,-2,2023Q2,2,4,0.5,1,,All Other Markets Combined,Rebath of Tucson,2.0,2.0,1.0,Construction,2.0,17.0,12.5,60.11,,2.0,2023Q2
All Other Markets Combined,7024,Infinity Productions ,3,8,9,1.125,3,16,-160,2023Q2,23,184,0.125,3,0.0,All Other Markets Combined,Infinity Productions ,23.0,25.0,0.92,Events,8.0,15.0,2.6667,756.0,0.0,24.0,2023Q2
All Other Markets Combined,7036,Wright Choice Construction LLC,6,1,1,1.0,3,4,2,2023Q2,3,3,1.0,3,2.0,All Other Markets Combined,Wright Choice Construction LLC,4.0,4.0,1.0,Construction,1.0,16.6,5.6875,119.99,19.0,5.0,2023Q2
All Other Markets Combined,7041,Spotlight Events,3,1,1,1.0,3,9,-1,2023Q2,5,11,0.4545,3,13.5,All Other Markets Combined,Spotlight Events,10.0,10.0,1.0,Entertainment,1.6667,16.0,3.0909,258.35,18.2,10.0,2023Q2
All Other Markets Combined,7047,VEGEISTA,7,1,1,1.0,2,4,3,2023Q2,2,2,1.0,2,7.0,All Other Markets Combined,VEGEISTA,5.0,5.0,1.0,Food Services,1.0,15.0,5.1667,102.84,41.0,5.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7063,Utah Warriors Rugby,1,4,5,1.25,3,30,-66,2023Q2,17,100,0.17,3,10.5,"Salt Lake City-Provo-Orem, UT",Utah Warriors Rugby,40.0,42.0,0.9524,Entertainment,4.8571,15.0,3.0,1072.7,9.0,34.0,2023Q2
All Other Markets Combined,7066,RBC Homes,2,4,5,1.25,3,6,-31,2023Q2,10,41,0.2439,3,0.5,All Other Markets Combined,RBC Homes,10.0,11.0,0.9091,Construction,3.3333,15.0,1.25,286.22,0.5,10.0,2023Q2
All Other Markets Combined,7076,Precise Completion LLC,5,4,3,0.75,5,24,-148,2023Q2,28,176,0.1591,5,1.5,All Other Markets Combined,Precise Completion LLC,28.0,29.0,0.9655,Construction,5.6,15.4,3.1429,1248.03,1.5,28.0,2023Q2
All Other Markets Combined,7078,Jay and J Vending,5,2,2,1.0,4,10,1,2023Q2,6,11,0.5455,4,4.6667,All Other Markets Combined,Jay and J Vending,6.0,7.0,0.8571,Food Services,1.7143,11.142857142857142,6.125,50.9,4.6667,12.0,2023Q2
All Other Markets Combined,7082,Rendezvous Gilbert AZ,9,10,10,1.0,5,44,-368,2023Q2,35,422,0.0829,5,1.0,All Other Markets Combined,Rendezvous Gilbert AZ,35.0,48.0,0.7292,Retail,9.0,17.0,3.8889,1553.78,1.0,54.0,2023Q2
"Dallas-Fort Worth, TX-OK",7085,Texas Teacups,2,2,2,1.0,15,26,8,2023Q2,17,20,0.85,15,1.2143,"Dallas-Fort Worth, TX-OK",Texas Teacups,27.0,30.0,0.9,Janitorial,1.2727,14.636363636363637,4.4651,677.35,5.85,28.0,2023Q2
All Other Markets Combined,7102,Venta Furnishings,8,1,1,1.0,7,21,15,2023Q2,7,7,1.0,7,3.5,All Other Markets Combined,Venta Furnishings,18.0,18.0,1.0,Retail,1.0,17.0,2.44,984.86,7.75,22.0,2023Q2
All Other Markets Combined,7106,I.Q. Electric,5,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,I.Q. Electric,1.0,1.0,1.0,Construction,1.0,17.0,5.5,37.7,,1.0,2023Q2
"Dallas-Fort Worth, TX-OK",7107,Old 75 Beer Garden,1,2,2,1.0,22,49,-99,2023Q2,58,150,0.3867,22,0.2857,"Dallas-Fort Worth, TX-OK",Old 75 Beer Garden,58.0,60.0,0.9667,Hospitality,2.2174,18.608695652173918,3.0769,3056.44,0.2857,51.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7109,Doordash DashMart - West Jordan,16,1,1,1.0,7,32,21,2023Q2,9,12,0.75,7,3.1667,"Salt Lake City-Provo-Orem, UT",Doordash DashMart - West Jordan,33.0,33.0,1.0,Warehouse,1.0323,18.06451612903226,1.25,1500.95,6.7037,32.0,2023Q2
All Other Markets Combined,7113,SeaQualizer,4,1,1,1.0,10,32,23,2023Q2,10,10,1.0,10,2.6667,All Other Markets Combined,SeaQualizer,33.0,33.0,1.0,Manufacturing,1.0313,15.0,4.15,1282.82,3.1935,33.0,2023Q2
All Other Markets Combined,7115,Great Lakes Production Support / A M Industries,3,1,1,1.0,17,27,4,2023Q2,20,24,0.8333,17,1.25,All Other Markets Combined,Great Lakes Production Support / A M Industries,25.0,27.0,0.9259,Manufacturing,1.2174,15.08695652173913,4.3409,901.51,5.85,28.0,2023Q2
All Other Markets Combined,7118,"Town of Forest Heights, Maryland",4,5,5,1.0,4,133,21,2023Q2,19,117,0.1624,4,0.6667,All Other Markets Combined,"Town of Forest Heights, Maryland",133.0,145.0,0.9172,Office Admin,2.1231,16.907692307692308,6.6591,6428.11,2.9063,138.0,2023Q2
All Other Markets Combined,7119,SHINKO HIBACHI & BOBA,5,1,1,1.0,8,7,0,2023Q2,8,8,1.0,8,2.1429,All Other Markets Combined,SHINKO HIBACHI & BOBA,8.0,8.0,1.0,Food Services,1.0,11.0,3.6364,132.9,2.1429,8.0,2023Q2
All Other Markets Combined,7124,FreshLyfe Cafe & Catering,6,1,1,1.0,3,3,1,2023Q2,3,3,1.0,3,3.5,All Other Markets Combined,FreshLyfe Cafe & Catering,3.0,3.0,1.0,Food Services,1.0,17.0,16.5385,62.66,3.5,4.0,2023Q2
"Dallas-Fort Worth, TX-OK",7126,Reliable Installs LLC ,3,2,2,1.0,1,11,9,2023Q2,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",Reliable Installs LLC ,13.0,13.0,1.0,Construction,1.3,16.1,1.9091,295.06,16.0,13.0,2023Q2
All Other Markets Combined,7144,"S&S Production Services, LLC",1,1,1,1.0,2,59,58,2023Q2,2,2,1.0,2,23.0,All Other Markets Combined,"S&S Production Services, LLC",55.0,62.0,0.8871,Entertainment,2.28,18.84,5.8378,1562.03,7.2083,57.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7149,Monster Bounce,7,10,2,0.2,10,263,-400,2023Q2,64,673,0.0951,10,2.1111,"Salt Lake City-Provo-Orem, UT",Monster Bounce,164.0,266.0,0.6165,Events,5.9348,14.108695652173912,12.0976,4455.5,3.4884,273.0,2023Q2
All Other Markets Combined,7161,"Limar USA, LLC",7,5,5,1.0,4,8,-37,2023Q2,12,50,0.24,4,0.6667,All Other Markets Combined,"Limar USA, LLC",12.0,13.0,0.9231,Warehouse,3.25,19.0,4.25,542.84,0.6667,13.0,2023Q2
All Other Markets Combined,7162,Clinical Resource Support Associates,9,2,2,1.0,1,0,-2,2023Q2,2,4,0.5,1,,All Other Markets Combined,Clinical Resource Support Associates,2.0,2.0,1.0,Medical,2.0,15.0,9.0,73.38,,2.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7164,Errand,2,4,4,1.0,2,3,-12,2023Q2,5,19,0.2632,2,21.0,"Salt Lake City-Provo-Orem, UT",Errand,5.0,7.0,0.7143,Delivery,3.5,14.0,2.0,56.36,21.0,7.0,2023Q2
All Other Markets Combined,7166,Landshark Bar & Grill,2,1,1,1.0,7,11,4,2023Q2,7,8,0.875,7,4.0,All Other Markets Combined,Landshark Bar & Grill,8.0,9.0,0.8889,Hospitality,1.0909,18.0,5.9286,250.16,22.5714,12.0,2023Q2
"Dallas-Fort Worth, TX-OK",7167,Integrity Branding,2,3,2,0.6667,2,1,-3,2023Q2,3,7,0.4286,2,1.0,"Dallas-Fort Worth, TX-OK",Integrity Branding,3.0,4.0,0.75,Manufacturing,2.0,15.0,2.0,93.25,1.0,4.0,2023Q2
"Las Vegas-Henderson, NV",7168,TSNET,1,2,2,1.0,13,26,-10,2023Q2,21,38,0.5526,13,2.25,"Las Vegas-Henderson, NV",TSNET,26.0,27.0,0.963,Events,1.4737,16.0,12.8667,959.88,11.6471,28.0,2023Q2
All Other Markets Combined,7173,Farmer Development,5,1,1,1.0,7,13,7,2023Q2,7,7,1.0,7,3.5,All Other Markets Combined,Farmer Development,13.0,14.0,0.9286,Construction,1.2727,20.0,9.3846,686.0,8.0,14.0,2023Q2
"Dallas-Fort Worth, TX-OK",7174,Guaranteed Hydromulch LLC ,5,2,2,1.0,8,7,-2,2023Q2,9,11,0.8182,8,1.1429,"Dallas-Fort Worth, TX-OK",Guaranteed Hydromulch LLC ,9.0,9.0,1.0,Construction,1.125,15.0,2.6667,417.13,1.1429,9.0,2023Q2
"Dallas-Fort Worth, TX-OK",7176,Medina Imports,2,2,2,1.0,3,7,-5,2023Q2,7,14,0.5,3,5.5,"Dallas-Fort Worth, TX-OK",Medina Imports,9.0,10.0,0.9,Warehouse,2.25,15.0,2.0,233.44,39.3333,9.0,2023Q2
All Other Markets Combined,7185,"Inner Arbor Trust, Inc. (Merriweather Park at Symphony Woods)",30,10,9,0.9,5,35,-183,2023Q2,26,228,0.114,5,6.5,All Other Markets Combined,"Inner Arbor Trust, Inc. (Merriweather Park at Symphony Woods)",31.0,45.0,0.6889,Events,7.5,19.0,21.7143,2471.19,9.4,45.0,2023Q2
All Other Markets Combined,7193,"Arizona Environments, Inc",3,2,2,1.0,4,14,0,2023Q2,8,16,0.5,4,5.6667,All Other Markets Combined,"Arizona Environments, Inc",12.0,13.0,0.9231,Construction,1.3333,18.0,6.4783,397.22,5.4286,16.0,2023Q2
All Other Markets Combined,7196,"Paideia Academies, Inc.",32,2,2,1.0,1,11,9,2023Q2,2,4,0.5,1,,All Other Markets Combined,"Paideia Academies, Inc.",12.0,13.0,0.9231,Janitorial,1.625,18.5,14.0,436.36,13.4286,13.0,2023Q2
All Other Markets Combined,7217,Clean Bee Cleaning Solutions ,1,4,4,1.0,2,2,-11,2023Q2,5,17,0.2941,2,7.0,All Other Markets Combined,Clean Bee Cleaning Solutions ,6.0,6.0,1.0,Janitorial,2.0,19.0,10.0,115.94,33.5,6.0,2023Q2
All Other Markets Combined,7225,A Sharper Palate Catering and Events,8,2,3,1.5,6,12,-5,2023Q2,11,19,0.5789,6,4.6,All Other Markets Combined,A Sharper Palate Catering and Events,17.0,18.0,0.9444,Food Services,1.2727,17.545454545454547,7.5,721.17,12.1,14.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7229,Pestie,1,2,2,1.0,16,196,-129,2023Q2,69,327,0.211,16,1.8,"Salt Lake City-Provo-Orem, UT",Pestie,209.0,217.0,0.9631,Warehouse,3.4138,14.29310344827586,1.0781,8159.7,3.1754,198.0,2023Q2
All Other Markets Combined,7235,"Edible Arrangements (Flower Mound, Texas)",1,4,4,1.0,17,32,-92,2023Q2,40,128,0.3125,17,0.0,All Other Markets Combined,"Edible Arrangements (Flower Mound, Texas)",40.0,41.0,0.9756,Food Services,2.1176,15.0,2.4706,1413.58,0.0,36.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7238,"Edible Arrangements (Farmington, Utah)",3,3,3,1.0,3,10,-23,2023Q2,12,36,0.3333,3,1.0,"Salt Lake City-Provo-Orem, UT","Edible Arrangements (Farmington, Utah)",12.0,12.0,1.0,Food Services,3.25,15.0,2.25,550.62,1.0,13.0,2023Q2
All Other Markets Combined,7240,magicbydavid Inflatables,9,1,1,1.0,2,2,1,2023Q2,2,2,1.0,2,7.0,All Other Markets Combined,magicbydavid Inflatables,3.0,3.0,1.0,Entertainment,1.0,16.0,5.25,74.24,17.5,3.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7243,Goldcrest Homes,7,4,4,1.0,2,3,-21,2023Q2,8,28,0.2857,2,1.0,"Salt Lake City-Provo-Orem, UT",Goldcrest Homes,8.0,8.0,1.0,Construction,3.5,17.0,7.5,474.3,1.0,7.0,2023Q2
"Dallas-Fort Worth, TX-OK",7244,Surface2Surface North Texas,1,3,3,1.0,1,0,-6,2023Q2,3,9,0.3333,1,,"Dallas-Fort Worth, TX-OK",Surface2Surface North Texas,3.0,3.0,1.0,Construction,3.0,17.0,1.0,116.03,,3.0,2023Q2
"Dallas-Fort Worth, TX-OK",7246,Top 2 Bottom Cleaning Services ,2,3,4,1.3333,2,2,-11,2023Q2,6,16,0.375,2,22.0,"Dallas-Fort Worth, TX-OK",Top 2 Bottom Cleaning Services ,6.0,6.0,1.0,Janitorial,2.5,18.5,2.5,176.58,22.0,5.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7249,Mountain Bloom,1,4,4,1.0,13,67,-420,2023Q2,66,491,0.1344,13,2.0,"Salt Lake City-Provo-Orem, UT",Mountain Bloom,66.0,71.0,0.9296,Warehouse,5.4615,15.0,3.2308,2321.44,2.0,71.0,2023Q2
"Dallas-Fort Worth, TX-OK",7251,Edible Arrangements - Store#165,3,1,2,2.0,4,6,-8,2023Q2,9,15,0.6,4,1.3333,"Dallas-Fort Worth, TX-OK",Edible Arrangements - Store#165,9.0,9.0,1.0,Food Services,1.4,12.0,5.5455,256.31,1.3333,7.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7252,Artec Industries,6,1,2,2.0,11,53,2,2023Q2,24,52,0.4615,11,1.5,"Salt Lake City-Provo-Orem, UT",Artec Industries,54.0,55.0,0.9818,Manufacturing,1.8621,15.0,2.8214,2262.35,3.9286,54.0,2023Q2
All Other Markets Combined,7255,"Edible Arrangements (Marietta, Ga)",4,5,1,0.2,6,7,2,2023Q2,6,10,0.6,6,1.2,All Other Markets Combined,"Edible Arrangements (Marietta, Ga)",6.0,10.0,0.6,Food Services,1.5,11.0,5.7857,139.37,1.2,12.0,2023Q2
All Other Markets Combined,7257,Samaritan Cafe ,6,1,1,1.0,1,2,2,2023Q2,1,1,1.0,1,,All Other Markets Combined,Samaritan Cafe ,2.0,2.0,1.0,Food Services,1.0,13.333333333333334,5.2857,67.16,126.0,3.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7259,Thornton Plastics,4,1,1,1.0,2,1,0,2023Q2,2,2,1.0,2,2.0,"Salt Lake City-Provo-Orem, UT",Thornton Plastics,2.0,2.0,1.0,Manufacturing,1.0,16.0,6.0,75.72,2.0,2.0,2023Q2
All Other Markets Combined,7275,salmon group inc.,4,2,2,1.0,9,16,-16,2023Q2,16,34,0.4706,9,1.125,All Other Markets Combined,salmon group inc.,16.0,18.0,0.8889,Sales,2.0,17.0,4.3333,504.73,1.125,18.0,2023Q2
"Dallas-Fort Worth, TX-OK",7276,American Adventure Insurance,6,1,1,1.0,3,9,7,2023Q2,3,3,1.0,3,1.0,"Dallas-Fort Worth, TX-OK",American Adventure Insurance,10.0,10.0,1.0,Sales,1.0,17.0,2.4545,429.31,7.2222,10.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7280,Sensorium Labs,3,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Sensorium Labs,1.0,1.0,1.0,Manufacturing,1.0,15.0,4.5,18.38,,1.0,2023Q2
All Other Markets Combined,7284,Raleigh Windows and Doors ,3,1,1,1.0,1,2,2,2023Q2,1,1,1.0,1,,All Other Markets Combined,Raleigh Windows and Doors ,2.0,2.0,1.0,Construction,1.0,16.333333333333332,2.3333,63.4,63.0,3.0,2023Q2
All Other Markets Combined,7285,Cre8tive Maintenance LLC,5,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Cre8tive Maintenance LLC,1.0,1.0,1.0,Janitorial,1.0,11.0,5.0,28.16,,1.0,2023Q2
All Other Markets Combined,7300,Village Bakehouse,1,1,1,1.0,16,27,10,2023Q2,18,18,1.0,16,1.3333,All Other Markets Combined,Village Bakehouse,29.0,29.0,1.0,Food Services,1.0,15.785714285714286,10.1765,1008.17,5.36,28.0,2023Q2
All Other Markets Combined,7306,Emerald City Catering,11,1,1,1.0,4,11,2,2023Q2,5,10,0.5,4,2.0,All Other Markets Combined,Emerald City Catering,9.0,11.0,0.8182,Food Services,1.5,17.0,4.8889,283.94,13.6667,12.0,2023Q2
All Other Markets Combined,7307,OVM with AnnieMac Home Mortgage,1,4,4,1.0,2,2,-12,2023Q2,5,18,0.2778,2,0.0,All Other Markets Combined,OVM with AnnieMac Home Mortgage,5.0,6.0,0.8333,Real Estate,3.0,17.0,1.0,139.52,0.0,6.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7314,ShipHero Salt Lake,1,1,1,1.0,5,16,-5,2023Q2,9,22,0.4091,5,2.75,"Salt Lake City-Provo-Orem, UT",ShipHero Salt Lake,16.0,17.0,0.9412,Warehouse,2.4286,15.0,3.75,468.67,6.0,17.0,2023Q2
All Other Markets Combined,7324,Omar's Carriage House,23,7,5,0.7143,1,0,-28,2023Q2,5,35,0.1429,1,,All Other Markets Combined,Omar's Carriage House,5.0,7.0,0.7143,Hospitality,7.0,15.0,23.0,286.13,,7.0,2023Q2
All Other Markets Combined,7325,Leave it to Meeka,2,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Leave it to Meeka,1.0,1.0,1.0,Events,1.0,15.0,1.5,49.86,,1.0,2023Q2
All Other Markets Combined,7334,Itradeclothing LLC,7,2,1,0.5,2,1,0,2023Q2,2,3,0.6667,2,1.0,All Other Markets Combined,Itradeclothing LLC,2.0,3.0,0.6667,Warehouse,1.5,10.0,5.0,59.56,1.0,3.0,2023Q2
All Other Markets Combined,7336,"Consurco, Inc.",7,1,1,1.0,13,421,334,2023Q2,26,88,0.2955,13,2.3333,All Other Markets Combined,"Consurco, Inc.",553.0,573.0,0.9651,Construction,3.376,19.712,5.1567,36019.45,1.2033,422.0,2023Q2
All Other Markets Combined,7338,Nashscapes,6,2,2,1.0,1,18,16,2023Q2,2,4,0.5,1,,All Other Markets Combined,Nashscapes,14.0,15.0,0.9333,Construction,1.4286,18.214285714285715,10.3571,639.53,7.5,20.0,2023Q2
All Other Markets Combined,7339,Edible Arrangements Roswell,2,1,1,1.0,2,1,0,2023Q2,2,2,1.0,2,0.0,All Other Markets Combined,Edible Arrangements Roswell,2.0,2.0,1.0,Food Services,1.0,11.0,1.5,51.83,0.0,2.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7348,Systemic Formulas,5,2,2,1.0,4,58,53,2023Q2,5,7,0.7143,4,7.0,"Salt Lake City-Provo-Orem, UT",Systemic Formulas,59.0,59.0,1.0,Manufacturing,1.0169,18.74576271186441,8.1194,1739.47,3.0877,60.0,2023Q2
All Other Markets Combined,7350,Pineapple Contracts,1,4,5,1.25,3,46,9,2023Q2,11,41,0.2683,3,14.0,All Other Markets Combined,Pineapple Contracts,45.0,51.0,0.8824,Retail,2.7778,24.444444444444443,3.15,2238.73,7.0,50.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7352,Auburn Pharmaceutical Salt Lake,18,7,6,0.8571,22,569,-11,2023Q2,104,587,0.1772,22,1.381,"Salt Lake City-Provo-Orem, UT",Auburn Pharmaceutical Salt Lake,515.0,558.0,0.9229,Warehouse,3.8255,16.25,6.7333,12200.46,1.0,570.0,2023Q2
All Other Markets Combined,7360,Westwood Country Club ,12,1,2,2.0,14,16,-3,2023Q2,20,20,1.0,14,1.9231,All Other Markets Combined,Westwood Country Club ,21.0,21.0,1.0,Food Services,1.0,16.88235294117647,7.36,966.37,2.2857,17.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7363,Shell Roni Catering,19,1,1,1.0,1,8,8,2023Q2,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Shell Roni Catering,8.0,9.0,0.8889,Food Services,1.5,19.33333333333333,7.625,508.46,15.2,9.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7366,Earth Harbor Naturals,4,2,4,2.0,13,338,238,2023Q2,39,102,0.3824,13,1.8333,"Salt Lake City-Provo-Orem, UT",Earth Harbor Naturals,312.0,354.0,0.8814,Manufacturing,2.4,14.0,1.3636,10675.1,1.0725,336.0,2023Q2
All Other Markets Combined,7368,Palate Catering ,3,2,2,1.0,2,3,-11,2023Q2,6,16,0.375,2,5.0,All Other Markets Combined,Palate Catering ,6.0,6.0,1.0,Food Services,2.5,17.0,3.0,214.21,5.0,5.0,2023Q2
All Other Markets Combined,7376,Trinity Occasions LLC,4,2,1,0.5,1,0,0,2023Q2,1,2,0.5,1,,All Other Markets Combined,Trinity Occasions LLC,1.0,2.0,0.5,Events,2.0,15.0,7.3333,10.5,,2.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7377,Ogden Eccles Conference Center,8,6,6,1.0,2,31,-3,2023Q2,8,40,0.2,2,3.0,"Salt Lake City-Provo-Orem, UT",Ogden Eccles Conference Center,38.0,42.0,0.9048,Food Services,5.2857,17.0,5.0,1241.46,27.5,37.0,2023Q2
All Other Markets Combined,7378,Prop Moving Co.,3,3,5,1.6667,14,115,17,2023Q2,30,101,0.297,14,2.0,All Other Markets Combined,Prop Moving Co.,98.0,120.0,0.8167,Janitorial,2.1071,16.883928571428573,3.1972,2217.41,2.5882,118.0,2023Q2
All Other Markets Combined,7381,Staff2U,5,10,1,0.1,3,15,-14,2023Q2,4,39,0.1026,3,0.0,All Other Markets Combined,Staff2U,4.0,25.0,0.16,Hospitality,8.3333,13.666666666666666,3.0,182.87,0.0,25.0,2023Q2
All Other Markets Combined,7384,Been there done that improvements ,2,2,1,0.5,11,63,37,2023Q2,15,28,0.5357,11,2.7,All Other Markets Combined,Been there done that improvements ,28.0,41.0,0.6829,Janitorial,1.9697,14.0,34.5075,384.0,4.0,65.0,2023Q2
All Other Markets Combined,7387,IFL MIA LLC,1,1,1,1.0,4,3,0,2023Q2,4,4,1.0,4,2.0,All Other Markets Combined,IFL MIA LLC,4.0,4.0,1.0,Warehouse,1.0,17.0,7.3571,174.62,2.0,4.0,2023Q2
All Other Markets Combined,7388,Blue Kangaroo Packoutz of Central Georgia,9,3,1,0.3333,3,160,150,2023Q2,6,13,0.4615,3,2.0,All Other Markets Combined,Blue Kangaroo Packoutz of Central Georgia,117.0,137.0,0.854,Warehouse,2.4697,17.0,6.0109,3673.68,2.8772,163.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7394,Performance Insulation,2,2,3,1.5,7,49,32,2023Q2,12,19,0.6316,7,2.1667,"Salt Lake City-Provo-Orem, UT",Performance Insulation,40.0,44.0,0.9091,Manufacturing,1.275,16.5,5.6667,2004.06,5.4643,51.0,2023Q2
All Other Markets Combined,7399,Redline Services LLC,2,8,4,0.5,1,74,50,2023Q2,4,32,0.125,1,,All Other Markets Combined,Redline Services LLC,41.0,67.0,0.6119,Events,8.2,15.0,83.3,1524.68,17.1667,82.0,2023Q2
All Other Markets Combined,7401,Huskey's Kitchen,7,2,1,0.5,29,219,121,2023Q2,46,100,0.46,29,0.7143,All Other Markets Combined,Huskey's Kitchen,194.0,216.0,0.8981,Food Services,1.4733,8.593333333333334,2.5417,3681.65,0.8803,221.0,2023Q2
All Other Markets Combined,7402,Lone Eagle Investing LLC,3,2,3,1.5,7,13,-15,2023Q2,13,30,0.4333,7,1.0,All Other Markets Combined,Lone Eagle Investing LLC,13.0,16.0,0.8125,Construction,2.1429,17.0,2.5714,689.04,1.0,15.0,2023Q2
All Other Markets Combined,7408,JB Design & Remodeling,5,2,3,1.5,5,46,38,2023Q2,7,10,0.7,5,6.75,All Other Markets Combined,JB Design & Remodeling,49.0,51.0,0.9608,Construction,2.2857,17.333333333333332,2.8519,2705.62,3.5556,48.0,2023Q2
All Other Markets Combined,7411,Nadeau Furniture - Miami,13,3,2,0.6667,3,76,65,2023Q2,6,14,0.4286,3,13.5,All Other Markets Combined,Nadeau Furniture - Miami,70.0,76.0,0.9211,Warehouse,2.8214,16.0,2.5517,2431.5,6.1538,79.0,2023Q2
All Other Markets Combined,7413,B.A.C.H Land Development,6,1,1,1.0,4,10,-1,2023Q2,6,12,0.5,4,1.0,All Other Markets Combined,B.A.C.H Land Development,10.0,11.0,0.9091,Construction,1.8333,18.0,7.6,467.6,7.8,11.0,2023Q2
All Other Markets Combined,7417,Hormann LLC,5,2,2,1.0,21,254,182,2023Q2,37,74,0.5,21,1.45,All Other Markets Combined,Hormann LLC,209.0,244.0,0.8566,Warehouse,2.1513,17.0,5.2754,6901.76,1.531,256.0,2023Q2
All Other Markets Combined,7419,"Headlee Roofing Co., Inc.",5,3,3,1.0,17,42,-56,2023Q2,37,101,0.3663,17,1.6875,All Other Markets Combined,"Headlee Roofing Co., Inc.",37.0,47.0,0.7872,Construction,2.6471,15.0,5.2273,1538.39,1.6875,45.0,2023Q2
All Other Markets Combined,7420,1-800 Water Damage of Pearland and League city,0,1,1,1.0,2,1,0,2023Q2,2,2,1.0,2,2.0,All Other Markets Combined,1-800 Water Damage of Pearland and League city,2.0,2.0,1.0,Construction,1.0,15.0,0.6667,50.67,2.0,2.0,2023Q2
All Other Markets Combined,7421,TSI Installations,3,2,2,1.0,1,0,-2,2023Q2,2,4,0.5,1,,All Other Markets Combined,TSI Installations,2.0,2.0,1.0,Construction,2.0,15.0,5.0,81.12,,2.0,2023Q2
All Other Markets Combined,7423,WBN Home Improvement Specialists,4,2,1,0.5,4,4,0,2023Q2,4,6,0.6667,4,1.0,All Other Markets Combined,WBN Home Improvement Specialists,4.0,6.0,0.6667,Construction,1.5,12.0,5.0,104.02,1.0,6.0,2023Q2
All Other Markets Combined,7446,Green Roof Solutions,1,2,3,1.5,5,11,-30,2023Q2,16,43,0.3721,5,1.75,All Other Markets Combined,Green Roof Solutions,16.0,16.0,1.0,Manufacturing,2.6,17.0,3.0,661.08,1.75,13.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7455,Magnum Bikes,8,3,3,1.0,4,3,-6,2023Q2,6,12,0.5,4,4.3333,"Salt Lake City-Provo-Orem, UT",Magnum Bikes,6.0,6.0,1.0,Warehouse,1.5,17.0,2.5,196.69,4.3333,6.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7456,Lakeshore Plastics,22,1,1,1.0,4,14,11,2023Q2,4,4,1.0,4,1.0,"Salt Lake City-Provo-Orem, UT",Lakeshore Plastics,15.0,15.0,1.0,Manufacturing,1.0,16.533333333333335,6.8571,561.63,5.5714,15.0,2023Q2
All Other Markets Combined,7458,B&B Quality Building Restoration,2,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,B&B Quality Building Restoration,1.0,1.0,1.0,Construction,1.0,18.0,2.3333,50.28,,1.0,2023Q2
