csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,5662,Renaissance Portsmouth-Norfolk Waterfront Hotel,4,2,2,1.0,2,653,601,2022Q4,7,54,0.1296,2,19.0,All Other Markets Combined,Renaissance Portsmouth-Norfolk Waterfront Hotel,558.0,678.0,0.823,Hospitality,3.6328,14.271186440677964,3.0821,18551.05,1.3964,643.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5676,Ivy City Co,2,7,7,1.0,16,233,-71,2022Q4,68,311,0.2186,16,1.3333,"Salt Lake City-Provo-Orem, UT",Ivy City Co,140.0,161.0,0.8696,Warehouse,3.4565,15.0,3.2553,5492.08,6.6667,159.0,2022Q4
All Other Markets Combined,5682,The Friendship Circle,11,1,1,1.0,3,7,5,2022Q4,3,3,1.0,3,7.5,All Other Markets Combined,The Friendship Circle,3.0,4.0,0.75,Food Services,1.3333,17.0,7.6667,72.89,19.5,4.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5698,"Edible Arrangements (Murray, UT)",0,3,5,1.6667,8,223,155,2022Q4,29,71,0.4085,8,4.0,"Salt Lake City-Provo-Orem, UT","Edible Arrangements (Murray, UT)",162.0,182.0,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.537,173.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5698,"Edible Arrangements (Murray, UT)",0,3,5,1.6667,8,223,155,2022Q4,29,71,0.4085,8,4.0,"Dallas-Fort Worth, TX-OK","Edible Arrangements (Murray, UT)",162.0,182.0,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.537,173.0,2022Q4
"Dallas-Fort Worth, TX-OK",5698,"Edible Arrangements (Murray, UT)",0,3,5,1.6667,8,223,155,2022Q4,29,71,0.4085,8,4.0,"Salt Lake City-Provo-Orem, UT","Edible Arrangements (Murray, UT)",162.0,182.0,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.537,173.0,2022Q4
"Dallas-Fort Worth, TX-OK",5698,"Edible Arrangements (Murray, UT)",0,3,5,1.6667,8,223,155,2022Q4,29,71,0.4085,8,4.0,"Dallas-Fort Worth, TX-OK","Edible Arrangements (Murray, UT)",162.0,182.0,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.537,173.0,2022Q4
All Other Markets Combined,5702,Affordable & Luxury Event Rentals,1,4,5,1.25,10,51,-22,2022Q4,25,77,0.3247,10,1.3333,All Other Markets Combined,Affordable & Luxury Event Rentals,25.0,29.0,0.8621,Events,2.8,14.0,1.9091,864.77,3.5556,28.0,2022Q4
All Other Markets Combined,5703,Honey Baked Ham (Suwanee),1,4,2,0.5,3,14,-50,2022Q4,10,68,0.1471,3,1.0,All Other Markets Combined,Honey Baked Ham (Suwanee),,,,,,,,,,,2022Q4
All Other Markets Combined,5713,Ticheck Cleaning Services,8,1,1,1.0,4,5,2,2023Q1,4,4,1.0,4,2.0,All Other Markets Combined,Ticheck Cleaning Services,4.0,4.0,1.0,Janitorial,1.0,12.0,6.3333,-9.9,2.0,6.0,2023Q1
All Other Markets Combined,5721,Orchard Collision Inc.,6,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Orchard Collision Inc.,,,,,,,,,,,2022Q4
All Other Markets Combined,5727,"Event Staging, Inc",7,10,12,1.2,8,50,-374,2022Q4,44,434,0.1014,8,2.5714,All Other Markets Combined,"Event Staging, Inc",,,,,,,,,,,2022Q4
All Other Markets Combined,5728,CCA Commercial Cleaning Service,3,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,CCA Commercial Cleaning Service,,,,,,,,,,,2022Q4
All Other Markets Combined,5736,Precise Interiors,6,2,2,1.0,1,0,-2,2022Q4,2,4,0.5,1,,All Other Markets Combined,Precise Interiors,,,,,,,,,,,2022Q4
All Other Markets Combined,5740,Honey Baked Ham (Kennesaw),1,3,1,0.3333,2,3,-3,2022Q4,3,9,0.3333,2,0.0,All Other Markets Combined,Honey Baked Ham (Kennesaw),,,,Food Services,,,28.5,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5741,Prime Home Staging,0,1,1,1.0,3,7,3,2022Q4,4,5,0.8,3,2.0,"Dallas-Fort Worth, TX-OK",Prime Home Staging,4.0,4.0,1.0,Warehouse,4.0,18.0,1.0,182.46,,4.0,2022Q4
All Other Markets Combined,5742,Honey Baked Ham (Brookhaven),0,2,3,1.5,1,0,-4,2022Q4,3,6,0.5,1,,All Other Markets Combined,Honey Baked Ham (Brookhaven),,,,Food Services,,,69.25,,,,2022Q4
All Other Markets Combined,5752,Honey Baked Ham (Boca Raton),4,1,1,1.0,12,19,-5,2022Q4,16,25,0.64,12,0.6364,All Other Markets Combined,Honey Baked Ham (Boca Raton),,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5761,The Clean Team,4,1,1,1.0,3,3,1,2022Q4,3,3,1.0,3,5.0,"Dallas-Fort Worth, TX-OK",The Clean Team,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5773,Decatur Conference Center,3,2,2,1.0,2,99,93,2022Q4,4,8,0.5,2,1.0,"Dallas-Fort Worth, TX-OK",Decatur Conference Center,104.0,109.0,0.9541,Hospitality,1.8654,17.76923076923077,11.873,3534.42,5.5435,97.0,2022Q4
All Other Markets Combined,5774,Sodexo - Jackson Main EVS,2,10,8,0.8,3,1464,1194,2022Q4,28,280,0.1,3,1.0,All Other Markets Combined,Sodexo - Jackson Main EVS,1165.0,1447.0,0.8051,Hospitality,4.8133,15.753333333333334,10.6526,35130.02,0.3311,1444.0,2022Q4
All Other Markets Combined,5777,Collab Foods,16,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Collab Foods,,,,,,,,,,,2022Q4
All Other Markets Combined,5781,DoubleTree Suites by Hilton Tucson Airport,12,6,6,1.0,2,8,-24,2022Q4,7,38,0.1842,2,21.0,All Other Markets Combined,DoubleTree Suites by Hilton Tucson Airport,6.0,6.0,1.0,Hospitality,1.0,13.850000381469728,2.8333,284.13,8.6,6.0,2022Q4
All Other Markets Combined,5785,Xtreme House Cleaning Services,2,1,1,1.0,3,3,1,2022Q4,3,3,1.0,3,6.0,All Other Markets Combined,Xtreme House Cleaning Services,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5791,"Johnson Bros. Bakery Supply, Inc.",1,2,1,0.5,3,2,0,2022Q4,3,4,0.75,3,0.5,"Dallas-Fort Worth, TX-OK","Johnson Bros. Bakery Supply, Inc.",,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5792,Jasmine Cafe,11,10,6,0.6,2,5,-70,2022Q4,11,85,0.1294,2,4.0,"Dallas-Fort Worth, TX-OK",Jasmine Cafe,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5794,Thomas Cuisine - Utah (Salt Lake Regional),3,1,1,1.0,3,3,1,2023Q1,3,3,1.0,3,4.0,"Salt Lake City-Provo-Orem, UT",Thomas Cuisine - Utah (Salt Lake Regional),3.0,3.0,1.0,Food Services,1.0,18.0,3.0,153.3,4.0,4.0,2023Q1
"Salt Lake City-Provo-Orem, UT",5814,Lions Not Sheep,4,1,1,1.0,42,82,-74,2022Q4,68,157,0.4331,42,0.4146,"Salt Lake City-Provo-Orem, UT",Lions Not Sheep,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5821,Front Home Lighting,4,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Front Home Lighting,,,,,,,,,,,2022Q4
All Other Markets Combined,5838,Doubletree by Hilton Williamsburg,3,2,3,1.5,17,129,37,2023Q1,32,94,0.3404,17,1.3125,All Other Markets Combined,Doubletree by Hilton Williamsburg,103.0,135.0,0.763,Hospitality,2.3393,15.553571428571429,10.2466,3623.66,5.2549,131.0,2023Q1
All Other Markets Combined,5839,Wisconsin Sign & Graphics,3,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Wisconsin Sign & Graphics,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5845,Creminelli Fine Meats,1,2,4,2.0,21,177,136,2022Q4,29,43,0.6744,21,1.35,"Salt Lake City-Provo-Orem, UT",Creminelli Fine Meats,151.0,152.0,0.9934,Manufacturing,1.3051,16.970338983050848,9.4636,7743.6,1.2105,154.0,2022Q4
All Other Markets Combined,5848,Service Metal Fabricators,3,1,1,1.0,17,239,204,2022Q4,24,36,0.6667,17,1.8125,All Other Markets Combined,Service Metal Fabricators,212.0,216.0,0.9815,Manufacturing,1.1139,14.01980198019802,2.5396,7139.1,1.3457,225.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5854,FUSE REEL,2,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",FUSE REEL,,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",5856,Shrunk3D,5,1,1,1.0,13,14,1,2022Q4,14,14,1.0,13,0.1667,"Las Vegas-Henderson, NV",Shrunk3D,,,,,,,,,,,2022Q4
All Other Markets Combined,5867,AJ's Tree Removal,1,3,3,1.0,2,5,-5,2022Q4,5,13,0.3846,2,4.0,All Other Markets Combined,AJ's Tree Removal,3.0,3.0,1.0,Construction,1.0,14.666666666666666,0.0,73.75,103.0,3.0,2022Q4
"Las Vegas-Henderson, NV",5868,The Pub Lake Las Vegas,4,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Las Vegas-Henderson, NV",The Pub Lake Las Vegas,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5875,Ship Central,1,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Ship Central,,,,,,,,,,,2022Q4
All Other Markets Combined,5876,Pamela Wasabi Bakery,3,1,1,1.0,10,18,9,2022Q4,10,10,1.0,10,3.0,All Other Markets Combined,Pamela Wasabi Bakery,13.0,13.0,1.0,Food Services,1.0,12.0,10.5263,151.67,4.8333,13.0,2022Q4
"Las Vegas-Henderson, NV",5884,Simply the Best Catering,1,3,3,1.0,1,0,-6,2022Q4,3,9,0.3333,1,,"Las Vegas-Henderson, NV",Simply the Best Catering,,,,,,,,,,,2022Q4
All Other Markets Combined,5888,World Dining,5,4,4,1.0,18,365,254,2022Q4,36,115,0.313,18,1.1176,All Other Markets Combined,World Dining,269.0,321.0,0.838,Food Services,1.8947,15.526315789473683,4.8494,8848.24,1.6205,324.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5895,Mackenzie Exhibit,6,3,4,1.3333,23,129,-29,2023Q1,54,161,0.3354,23,1.3182,"Salt Lake City-Provo-Orem, UT",Mackenzie Exhibit,110.0,136.0,0.8088,Events,2.2759,14.0,7.0526,2748.7,1.7091,132.0,2023Q1
All Other Markets Combined,5896,Industrial Equipment & Supplies,3,1,1,1.0,2,2,1,2022Q4,2,2,1.0,2,1.0,All Other Markets Combined,Industrial Equipment & Supplies,,,,,,,,,,,2022Q4
All Other Markets Combined,5904,Cocojam Norfolk,2,1,1,1.0,4,20,17,2022Q4,4,4,1.0,4,7.6667,All Other Markets Combined,Cocojam Norfolk,20.0,20.0,1.0,Food Services,1.0,15.35,15.0323,657.79,5.6316,20.0,2022Q4
All Other Markets Combined,5927,MDM Associates ,5,4,2,0.5,4,61,45,2022Q4,8,20,0.4,4,9.0,All Other Markets Combined,MDM Associates ,50.0,64.0,0.7813,Events,3.3889,16.38888888888889,21.92,678.87,17.5294,61.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5928,Westland Construction,4,2,2,1.0,2,19,13,2023Q1,4,8,0.5,2,16.0,"Salt Lake City-Provo-Orem, UT",Westland Construction,22.0,22.0,1.0,Construction,3.0,14.857142857142858,9.2353,495.05,8.6667,21.0,2023Q1
"Dallas-Fort Worth, TX-OK",5940,MyndVR,1,1,1,1.0,18,176,159,2022Q4,18,18,1.0,18,1.7059,"Dallas-Fort Worth, TX-OK",MyndVR,160.0,161.0,0.9938,Technology,1.0184,18.177914110429448,2.3039,7756.99,1.9167,166.0,2022Q4
All Other Markets Combined,5941,Big Whitt Cleaning,2,1,1,1.0,6,67,36,2022Q4,11,32,0.3438,6,5.0,All Other Markets Combined,Big Whitt Cleaning,52.0,59.0,0.8814,Janitorial,1.5122,15.0,11.8286,969.21,8.8235,62.0,2022Q4
All Other Markets Combined,5946,Aimaleighllc,1,1,1,1.0,2,1,0,2022Q4,2,2,1.0,2,1.0,All Other Markets Combined,Aimaleighllc,,,,,,,,,,,2022Q4
All Other Markets Combined,5957,"Honey Baked Ham (Reston, VA)",5,4,3,0.75,8,52,-5,2022Q4,16,61,0.2623,8,0.2857,All Other Markets Combined,"Honey Baked Ham (Reston, VA)",14.0,20.0,0.7,Retail,2.7143,16.0,6.625,640.71,0.6667,19.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5962,Kane Consulting,14,31,37,1.1935,6,364,-1775,2022Q4,78,2170,0.0359,6,5.0,"Salt Lake City-Provo-Orem, UT",Kane Consulting,281.0,367.0,0.7657,Events,9.3333,20.102564102564106,5.7368,13464.54,6.9474,364.0,2022Q4
"Dallas-Fort Worth, TX-OK",5976,2gooses realty,0,2,2,1.0,1,2,0,2022Q4,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",2gooses realty,4.0,4.0,1.0,Real Estate,2.0,19.0,2.0,130.19,,2.0,2022Q4
All Other Markets Combined,5979,Beyond Cleaning and Services LLC,17,3,2,0.6667,5,42,20,2023Q1,9,25,0.36,5,1.5,All Other Markets Combined,Beyond Cleaning and Services LLC,39.0,50.0,0.78,Janitorial,2.3684,14.947368421052632,11.9565,331.73,7.2778,45.0,2023Q1
All Other Markets Combined,5982,LaLama Building & Design Inc,4,1,2,2.0,1,2,1,2022Q4,2,2,1.0,1,,All Other Markets Combined,LaLama Building & Design Inc,2.0,2.0,1.0,Construction,2.0,15.0,1.75,78.75,,2.0,2022Q4
All Other Markets Combined,5989,Let's Celebrate Catering and Events,4,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Let's Celebrate Catering and Events,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5990,Alpine Supply,14,2,2,1.0,15,26,-12,2023Q1,23,40,0.575,15,2.0714,"Salt Lake City-Provo-Orem, UT",Alpine Supply,27.0,28.0,0.9643,Warehouse,1.4737,15.36842105263158,11.325,1126.57,2.1111,28.0,2023Q1
"Salt Lake City-Provo-Orem, UT",5993,Habitat for Humanity of Summit & Wasatch Counties,2,1,1,1.0,9,379,371,2023Q1,9,9,1.0,9,3.5,"Salt Lake City-Provo-Orem, UT",Habitat for Humanity of Summit & Wasatch Counties,369.0,381.0,0.9685,Construction,1.2475,16.273927392739274,6.5964,14487.21,0.8191,378.0,2023Q1
All Other Markets Combined,5998,Metro Hauling,0,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Metro Hauling,,,,,,,,,,,2022Q4
All Other Markets Combined,6000,NextMed,6,3,2,0.6667,13,22,-13,2022Q4,22,38,0.5789,13,2.0,All Other Markets Combined,NextMed,15.0,15.0,1.0,Medical,1.0833,17.25,5.2667,717.03,2.8,13.0,2022Q4
"Las Vegas-Henderson, NV",6006,Nailor Industries LLC,19,3,3,1.0,34,415,206,2023Q1,72,212,0.3396,34,0.8485,"Las Vegas-Henderson, NV",Nailor Industries LLC,318.0,407.0,0.7813,Manufacturing,2.1436,13.005128205128203,5.4385,11335.89,1.586,418.0,2023Q1
All Other Markets Combined,6008,Medina Entertainment Center,30,3,2,0.6667,1,7,4,2023Q1,2,6,0.3333,1,,All Other Markets Combined,Medina Entertainment Center,4.0,5.0,0.8,Hospitality,2.0,17.9,17.4286,124.29,105.0,10.0,2023Q1
All Other Markets Combined,6009,DECLEANING SERVICES INC,10,1,1,1.0,2,9,8,2023Q1,2,2,1.0,2,2.0,All Other Markets Combined,DECLEANING SERVICES INC,2.0,2.0,1.0,Office Admin,1.0,15.0,12.975,22.32,2.0,10.0,2023Q1
"Dallas-Fort Worth, TX-OK",6011,Mama B's Chili Parlor,29,2,1,0.5,3,15,12,2023Q1,3,5,0.6,3,1.5,"Dallas-Fort Worth, TX-OK",Mama B's Chili Parlor,11.0,16.0,0.6875,Food Services,1.8889,17.0,16.8125,389.28,22.8571,17.0,2023Q1
All Other Markets Combined,6012,Taylor Essentials LLC,0,1,1,1.0,4,3,0,2023Q1,4,4,1.0,4,1.0,All Other Markets Combined,Taylor Essentials LLC,4.0,4.0,1.0,Hospitality,1.0,17.75,19.3333,93.11,1.0,4.0,2023Q1
All Other Markets Combined,6013,"Hotel Furniture Liquidators, Inc.",8,1,1,1.0,20,204,182,2022Q4,21,23,0.913,20,1.5263,All Other Markets Combined,"Hotel Furniture Liquidators, Inc.",193.0,196.0,0.9847,Delivery,1.0695,16.0,4.4657,7512.12,1.4068,200.0,2022Q4
"Las Vegas-Henderson, NV",6020,"Silver State Assembly, LLC",20,2,2,1.0,11,66,33,2023Q1,18,35,0.5143,11,0.5,"Las Vegas-Henderson, NV","Silver State Assembly, LLC",46.0,48.0,0.9583,Manufacturing,2.9565,19.32608695652174,10.5313,2385.14,17.8235,68.0,2023Q1
"Dallas-Fort Worth, TX-OK",6037,Chef Adrian's Great Wall,0,1,1,1.0,2,1,0,2022Q4,2,2,1.0,2,1.0,"Dallas-Fort Worth, TX-OK",Chef Adrian's Great Wall,,,,Food Services,,,6.0,,,,2022Q4
All Other Markets Combined,6040,Jane Doe Collection,2,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Jane Doe Collection,,,,,,,,-0.9,,,2022Q4
"Dallas-Fort Worth, TX-OK",6046,Celina Montessori Academy,0,2,1,0.5,13,143,119,2023Q1,16,26,0.6154,13,1.5,"Dallas-Fort Worth, TX-OK",Celina Montessori Academy,130.0,147.0,0.8844,Hospitality,1.3063,16.8306306718706,2.8727,4962.05,1.4327,145.0,2023Q1
All Other Markets Combined,6054,Johnny on The Spot Restoration,6,3,5,1.6667,22,125,-320,2023Q1,88,448,0.1964,22,1.2857,All Other Markets Combined,Johnny on The Spot Restoration,128.0,131.0,0.9771,Janitorial,4.7407,18.703703703703702,2.7273,9899.37,1.2308,128.0,2023Q1
All Other Markets Combined,6069,Dave & Buster's Scottsdale/Phoenix,3,2,1,0.5,7,15,-3,2023Q1,10,20,0.5,7,1.1667,All Other Markets Combined,Dave & Buster's Scottsdale/Phoenix,10.0,13.0,0.7692,Food Services,1.7,17.0,5.7692,323.31,1.1667,17.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6073,Infection Control Technology (ICT),12,2,2,1.0,11,83,71,2023Q1,12,14,0.8571,11,2.3,"Salt Lake City-Provo-Orem, UT",Infection Control Technology (ICT),84.0,86.0,0.9767,Manufacturing,1.7,17.0,5.4918,5070.03,3.6122,85.0,2023Q1
"Dallas-Fort Worth, TX-OK",6081,Stone Boutique,1,1,1,1.0,2,2,1,2023Q1,2,2,1.0,2,1.0,"Dallas-Fort Worth, TX-OK",Stone Boutique,2.0,2.0,1.0,Warehouse,1.0,17.0,5.0,78.4,1.0,3.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6088,Mountain America Expo Center - Operations,1,2,3,1.5,7,25,-17,2023Q1,22,44,0.5,7,1.8333,"Salt Lake City-Provo-Orem, UT",Mountain America Expo Center - Operations,42.0,42.0,1.0,Events,1.5882,16.0,6.0,1684.19,4.5625,27.0,2023Q1
All Other Markets Combined,6094,Restoration1 Chicago Southland,3,2,2,1.0,5,19,-6,2023Q1,12,27,0.4444,5,7.25,All Other Markets Combined,Restoration1 Chicago Southland,19.0,20.0,0.95,Construction,1.9091,17.272727272727273,5.7692,835.01,24.0,21.0,2023Q1
"Dallas-Fort Worth, TX-OK",6103,VIP Mobile Detailing LLC,1,3,3,1.0,1,0,-6,2023Q1,3,9,0.3333,1,,"Dallas-Fort Worth, TX-OK",VIP Mobile Detailing LLC,3.0,3.0,1.0,Hospitality,3.0,13.0,13.0952,85.19,,3.0,2023Q1
All Other Markets Combined,6107,Apple Spice Box Lunch and Catering (ATLANTA),2,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,Apple Spice Box Lunch and Catering (ATLANTA),1.0,1.0,1.0,Food Services,1.0,18.0,2.0,18.9,,1.0,2023Q1
"Dallas-Fort Worth, TX-OK",6125,Elite Fulfillment Solutions,1,2,2,1.0,52,467,350,2023Q1,70,119,0.5882,52,0.5294,"Dallas-Fort Worth, TX-OK",Elite Fulfillment Solutions,414.0,458.0,0.9039,Warehouse,1.4702,13.357366771159874,3.9089,12619.46,0.9507,469.0,2023Q1
All Other Markets Combined,6127,911 Restoration of Virginia Beach,3,1,1,1.0,3,13,8,2023Q1,4,6,0.6667,3,1.5,All Other Markets Combined,911 Restoration of Virginia Beach,13.0,13.0,1.0,Janitorial,1.2727,16.90909090909091,2.0833,431.26,32.1111,14.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6128,Italic Labs LC,6,1,1,1.0,2,11,7,2023Q1,3,5,0.6,2,18.0,"Salt Lake City-Provo-Orem, UT",Italic Labs LC,13.0,13.0,1.0,Warehouse,2.0,14.333333333333334,1.4286,222.05,50.2,12.0,2023Q1
All Other Markets Combined,6131,Five Star Laundry - Nashville,2,1,1,1.0,1,1,1,2023Q2,1,1,1.0,1,,All Other Markets Combined,Five Star Laundry - Nashville,1.0,1.0,1.0,Hospitality,1.0,16.0,9.0,50.4,,2.0,2023Q2
All Other Markets Combined,6139,Pabloon Balloon Company,6,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Pabloon Balloon Company,1.0,1.0,1.0,Events,1.0,17.0,4.5,-0.55,,1.0,2023Q2
All Other Markets Combined,6140,Wolf Electric Supply,10,1,1,1.0,4,7,-9,2023Q1,7,17,0.4118,4,2.3333,All Other Markets Combined,Wolf Electric Supply,7.0,8.0,0.875,Warehouse,2.0,16.0,11.8571,208.72,2.3333,8.0,2023Q1
"Dallas-Fort Worth, TX-OK",6141,Choctaw Stadium,8,22,20,0.9091,9,110,-829,2023Q1,55,961,0.0572,9,1.875,"Dallas-Fort Worth, TX-OK",Choctaw Stadium,102.0,132.0,0.7727,Food Services,11.0,15.333333333333334,6.9167,2844.58,3.6364,132.0,2023Q1
"Dallas-Fort Worth, TX-OK",6150,Ms. E's BBQ LLC,3,1,1,1.0,5,55,51,2023Q1,5,5,1.0,5,5.5,"Dallas-Fort Worth, TX-OK",Ms. E's BBQ LLC,52.0,52.0,1.0,Food Services,1.0,15.25,3.2973,1661.34,5.04,56.0,2023Q1
"Dallas-Fort Worth, TX-OK",6151,Auryn Industries,29,1,2,2.0,1,3,2,2023Q1,2,2,1.0,1,,"Dallas-Fort Worth, TX-OK",Auryn Industries,5.0,5.0,1.0,Manufacturing,2.0,13.0,46.5,162.1,35.0,4.0,2023Q1
All Other Markets Combined,6155,All Dry Services of Chicago,3,3,4,1.3333,3,15,1,2023Q2,7,17,0.4118,3,2.0,All Other Markets Combined,All Dry Services of Chicago,16.0,17.0,0.9412,Construction,2.5714,20.0,3.0,705.36,36.0,18.0,2023Q2
"Dallas-Fort Worth, TX-OK",6164,TGI KONA LLC,2,2,2,1.0,1,4,2,2023Q1,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",TGI KONA LLC,6.0,6.0,1.0,Food Services,2.0,14.666666666666666,4.3333,203.54,21.0,6.0,2023Q1
"Las Vegas-Henderson, NV",6174,Taleyah Soul Food,3,1,1,1.0,7,6,-1,2023Q1,8,8,1.0,7,0.1667,"Las Vegas-Henderson, NV",Taleyah Soul Food,8.0,8.0,1.0,Food Services,1.0,18.714285714285715,4.3438,705.43,0.1667,7.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6180,Growve,4,1,1,1.0,78,4790,4270,2023Q1,166,521,0.3186,78,0.1169,"Salt Lake City-Provo-Orem, UT",Growve,4341.0,4675.0,0.9286,Warehouse,5.3704,16.804713804713806,3.8549,216651.86,0.2136,4785.0,2023Q1
"Dallas-Fort Worth, TX-OK",6187,Evolution Electric Vehicle,3,2,2,1.0,20,186,-125,2023Q1,63,313,0.2013,20,1.4737,"Dallas-Fort Worth, TX-OK",Evolution Electric Vehicle,155.0,188.0,0.8245,Warehouse,4.9474,15.0,4.7717,6668.77,1.2162,188.0,2023Q1
"Las Vegas-Henderson, NV",6193,Make It Mine,3,4,3,0.75,55,495,-282,2023Q1,152,781,0.1946,55,0.2778,"Las Vegas-Henderson, NV",Make It Mine,338.0,499.0,0.6774,Retail,3.5899,15.863309352517986,2.1098,9994.93,0.8043,499.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6195,Mountain America Expo Center - Security,18,2,3,1.5,9,20,-64,2023Q1,26,86,0.3023,9,1.25,"Salt Lake City-Provo-Orem, UT",Mountain America Expo Center - Security,26.0,26.0,1.0,Events,2.4444,16.0,5.5556,1289.13,1.25,22.0,2023Q1
All Other Markets Combined,6199,VHR The Cleaning Company,2,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,VHR The Cleaning Company,1.0,1.0,1.0,Janitorial,1.0,16.0,2.0,33.28,,1.0,2023Q1
All Other Markets Combined,6200,Abstract Expressionz,24,2,1,0.5,1,1,1,2023Q1,1,2,0.5,1,,All Other Markets Combined,Abstract Expressionz,1.0,2.0,0.5,Food Services,1.5,16.5,13.0,31.4,,3.0,2023Q1
All Other Markets Combined,6201,"Hy-Vee, Janesville",20,10,5,0.5,55,344,-439,2023Q1,119,793,0.1501,55,0.2037,All Other Markets Combined,"Hy-Vee, Janesville",128.0,340.0,0.3765,Retail,5.7097,15.0,21.7943,5094.34,0.322,354.0,2023Q1
"Las Vegas-Henderson, NV",6204,Divine Events,6,5,3,0.6,1,0,-10,2023Q1,3,15,0.2,1,,"Las Vegas-Henderson, NV",Divine Events,3.0,5.0,0.6,Events,5.0,17.0,6.0,86.33,,5.0,2023Q1
"Dallas-Fort Worth, TX-OK",6206,Model My Home Staging,2,2,2,1.0,3,22,18,2023Q1,4,6,0.6667,3,9.0,"Dallas-Fort Worth, TX-OK",Model My Home Staging,28.0,28.0,1.0,Real Estate,1.6,16.266666666666666,2.6316,1035.92,10.5,24.0,2023Q1
"Las Vegas-Henderson, NV",6207,Tellus International,2,7,5,0.7143,7,43,-167,2023Q1,33,217,0.1521,7,0.6667,"Las Vegas-Henderson, NV",Tellus International,33.0,41.0,0.8049,Office Admin,6.25,19.0,5.125,1574.79,0.6667,50.0,2023Q1
All Other Markets Combined,6208,Carolina Theatre of Durham,6,3,1,0.3333,4,8,0,2023Q1,6,11,0.5455,4,5.0,All Other Markets Combined,Carolina Theatre of Durham,6.0,8.0,0.75,Entertainment,1.8333,10.0,8.2857,64.56,5.0,11.0,2023Q1
All Other Markets Combined,6209,Kleen'r,6,4,3,0.75,4,8,-26,2023Q1,11,38,0.2895,4,5.6667,All Other Markets Combined,Kleen'r,11.0,12.0,0.9167,Janitorial,3.0,16.0,12.5714,447.7,5.6667,12.0,2023Q1
